method,src_events,transferred,gt_events,source,target,gui_mapper,correct,incorrect,missed,nonExist,num_correct,num_incorrect,num_missed,num_nonExist,accuracy_precision,accuracy_recall,accuracy,distance
<bbcnews.RepresentativeTests: void testTerms()>,"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[5]']","[{}, {}, {}]","['id@com.usatoday.android.news:id/settings_gear', 'id@com.usatoday.android.news:id/preference_layout', 'id@com.usatoday.android.news:id/preference_layout']",bbcnews,usatoday,atm,[],[],"['xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[5]']","['xpath@/android.widget.ImageView[@content-desc=""More options""]']",0,0,2,1,NA,0.0,0.3333333333333333,3.0
<bbcnews.RepresentativeTests: void testSearch()>,"['id@bbc.mobile.news.ww:id/action_search', 'id@bbc.mobile.news.ww:id/search']","[{""id"": ""com.buzzfeed.android:id/menu_search"", ""class"": ""android.widget.TextView"", ""bounds"": ""[827,80][954,206]""}, {""id"": ""com.buzzfeed.android:id/search_src_text"", ""class"": ""android.widget.EditText"", ""bounds"": ""[224,207][1412,333]""}]","['id@com.buzzfeed.android:id/menu_search', 'id@com.buzzfeed.android:id/search_bar']",bbcnews,buzzfeed,atm,['id@bbc.mobile.news.ww:id/action_search'],['id@bbc.mobile.news.ww:id/search'],[],[],1,1,0,0,0.5,1.0,0.5,1.0
<bbcnews.RepresentativeTests: void testDetail()>,"['id@bbc.mobile.news.ww:id/action_search', 'id@bbc.mobile.news.ww:id/search', 'id@bbc.mobile.news.ww:id/content_card_image']","[{""id"": ""com.buzzfeed.android:id/menu_search"", ""class"": ""android.widget.TextView"", ""bounds"": ""[827,80][954,206]""}, {""id"": ""com.buzzfeed.android:id/search_src_text"", ""class"": ""android.widget.EditText"", ""bounds"": ""[224,207][1412,333]""}, {""id"": ""com.buzzfeed.android:id/post_card_image"", ""class"": ""android.widget.ImageView"", ""bounds"": ""[21,238][530,577]""}]","['id@com.buzzfeed.android:id/menu_search', 'id@com.buzzfeed.android:id/search_bar', 'id@com.buzzfeed.android:id/post_card_text']",bbcnews,buzzfeed,atm,['id@bbc.mobile.news.ww:id/action_search'],"['id@bbc.mobile.news.ww:id/search', 'id@bbc.mobile.news.ww:id/content_card_image']",[],[],1,2,0,0,0.3333333333333333,1.0,0.3333333333333333,2.0
<bbcnews.RepresentativeTests: void testTextSize()>,"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[2]/android.widget.RelativeLayout']","[{}, {}, {}]",[],bbcnews,buzzfeed,atm,[],[],"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout']",['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[2]/android.widget.RelativeLayout'],0,0,2,1,NA,0.0,0.3333333333333333,1.0
<bbcnews.RepresentativeTests: void testAbout()>,"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout']","[{}, {}]",[],bbcnews,buzzfeed,atm,[],[],"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout']",[],0,0,2,0,NA,0.0,0.0,1.0
<bbcnews.RepresentativeTests: void testCategory()>,"['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.LinearLayout/android.view.ViewGroup/android.widget.ImageButton', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.RelativeLayout[2]']","[{""id"": """", ""class"": ""android.widget.ImageButton"", ""bounds"": ""[0,172][196,368]""}, {}]","['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout[5]', 'id@com.buzzfeed.android:id/explore_item_title']",bbcnews,buzzfeed,atm,[],['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.LinearLayout/android.view.ViewGroup/android.widget.ImageButton'],['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.RelativeLayout[2]'],[],0,1,1,0,0.0,0.0,0.0,2.0
<bbcnews.RepresentativeTests: void testContact()>,"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[3]/android.widget.LinearLayout']","[{}, {}, {}]","['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/settings_button', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[9]']",bbcnews,buzzfeed,atm,[],[],"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[3]/android.widget.LinearLayout']",[],0,0,3,0,NA,0.0,0.0,3.0
<bbcnews.RepresentativeTests: void testHelp()>,"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[2]/android.widget.LinearLayout']","[{}, {}, {}]",[],bbcnews,buzzfeed,atm,[],[],"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout']",['xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[2]/android.widget.LinearLayout'],0,0,2,1,NA,0.0,0.3333333333333333,1.0
<bbcnews.RepresentativeTests: void testMenu()>,"['xpath@/android.widget.ImageView[@content-desc=""More options""]']",[{}],['id@com.buzzfeed.android:id/icon'],bbcnews,buzzfeed,atm,[],[],"['xpath@/android.widget.ImageView[@content-desc=""More options""]']",[],0,0,1,0,NA,0.0,0.0,1.0
<bbcnews.RepresentativeTests: void testTerms()>,"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[5]']","[{}, {}, {}]","['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/settings_button', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[9]']",bbcnews,buzzfeed,atm,[],[],"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[5]']",[],0,0,3,0,NA,0.0,0.0,3.0
<cnn.RepresentativeTests: void testSearch()>,"['id@com.cnn.mobile.android.phone:id/search_item_menu', 'xpath@//android.view.ViewGroup[@content-desc="" search text input""]/android.widget.EditText']","[{}, {}]","['id@com.mobilesrepublic.appy:id/search_bar_layout', 'id@com.mobilesrepublic.appy:id/search_input']",cnn,newsrepublic,atm,[],[],"['id@com.cnn.mobile.android.phone:id/search_item_menu', 'xpath@//android.view.ViewGroup[@content-desc="" search text input""]/android.widget.EditText']",[],0,0,2,0,NA,0.0,0.0,2.0
<cnn.RepresentativeTests: void testDetail()>,"['id@com.cnn.mobile.android.phone:id/search_item_menu', 'xpath@//android.view.ViewGroup[@content-desc="" search text input""]/android.widget.EditText', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ScrollView/android.view.ViewGroup/android.view.ViewGroup[1]']","[{}, {}, {}]","['id@com.mobilesrepublic.appy:id/search_bar_layout', 'id@com.mobilesrepublic.appy:id/search_input', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/com.ss.android.uilib.base.page.slideback.SlideFrameLayout/android.widget.RelativeLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View[2]/android.view.View/android.widget.ListView/android.view.View[2]']",cnn,newsrepublic,atm,[],[],"['id@com.cnn.mobile.android.phone:id/search_item_menu', 'xpath@//android.view.ViewGroup[@content-desc="" search text input""]/android.widget.EditText', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ScrollView/android.view.ViewGroup/android.view.ViewGroup[1]']",[],0,0,3,0,NA,0.0,0.0,3.0
<cnn.RepresentativeTests: void testAddBookmark()>,"['id@com.cnn.mobile.android.phone:id/search_item_menu', 'xpath@//android.view.ViewGroup[@content-desc="" search text input""]/android.widget.EditText', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ScrollView/android.view.ViewGroup/android.view.ViewGroup[1]', 'id@com.cnn.mobile.android.phone:id/toolbar_save']","[{}, {}, {}, {}]","['id@com.mobilesrepublic.appy:id/search_bar_layout', 'id@com.mobilesrepublic.appy:id/search_input', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/com.ss.android.uilib.base.page.slideback.SlideFrameLayout/android.widget.RelativeLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View[2]/android.view.View/android.widget.ListView/android.view.View[2]', 'id@com.mobilesrepublic.appy:id/top_more_title', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout/androidx.recyclerview.widget.RecyclerView/androidx.recyclerview.widget.RecyclerView[2]/android.view.ViewGroup[1]']",cnn,newsrepublic,atm,[],[],"['id@com.cnn.mobile.android.phone:id/search_item_menu', 'xpath@//android.view.ViewGroup[@content-desc="" search text input""]/android.widget.EditText', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ScrollView/android.view.ViewGroup/android.view.ViewGroup[1]', 'id@com.cnn.mobile.android.phone:id/toolbar_save']",[],0,0,4,0,NA,0.0,0.0,5.0
<cnn.RepresentativeTests: void testRemoveBookmark()>,"['id@com.cnn.mobile.android.phone:id/search_item_menu', 'xpath@//android.view.ViewGroup[@content-desc="" search text input""]/android.widget.EditText', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ScrollView/android.view.ViewGroup/android.view.ViewGroup[1]', 'id@com.cnn.mobile.android.phone:id/toolbar_save', 'id@com.cnn.mobile.android.phone:id/toolbar_back_button_container', 'id@com.cnn.mobile.android.phone:id/saved_story_item_menu', 'id@com.cnn.mobile.android.phone:id/deleteButton']","[{}, {}, {}, {}, {}, {}, {}]","['id@com.mobilesrepublic.appy:id/search_bar_layout', 'id@com.mobilesrepublic.appy:id/search_input', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/com.ss.android.uilib.base.page.slideback.SlideFrameLayout/android.widget.RelativeLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View[2]/android.view.View/android.widget.ListView/android.view.View[2]', 'id@com.mobilesrepublic.appy:id/top_more_title', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout/androidx.recyclerview.widget.RecyclerView/androidx.recyclerview.widget.RecyclerView[2]/android.view.ViewGroup[1]', 'id@com.mobilesrepublic.appy:id/back', 'id@com.mobilesrepublic.appy:id/back', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.RelativeLayout[4]', 'id@com.mobilesrepublic.appy:id/siginin_back', 'id@com.mobilesrepublic.appy:id/bottom_tab_native_profile_menu_item_saved', 'id@com.mobilesrepublic.appy:id/root', 'id@com.mobilesrepublic.appy:id/top_more_title', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout/androidx.recyclerview.widget.RecyclerView/androidx.recyclerview.widget.RecyclerView[2]/android.view.ViewGroup[1]']",cnn,newsrepublic,atm,[],[],"['id@com.cnn.mobile.android.phone:id/search_item_menu', 'xpath@//android.view.ViewGroup[@content-desc="" search text input""]/android.widget.EditText', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ScrollView/android.view.ViewGroup/android.view.ViewGroup[1]', 'id@com.cnn.mobile.android.phone:id/toolbar_save', 'id@com.cnn.mobile.android.phone:id/toolbar_back_button_container', 'id@com.cnn.mobile.android.phone:id/saved_story_item_menu', 'id@com.cnn.mobile.android.phone:id/deleteButton']",[],0,0,7,0,NA,0.0,0.0,13.0
<cnn.RepresentativeTests: void testAccount()>,"['id@com.cnn.mobile.android.phone:id/settings_item_menu', 'id@com.cnn.mobile.android.phone:id/tv_tv_login']","[{}, {""id"": ""com.mobilesrepublic.appy:id/login_platform_icon"", ""class"": ""android.widget.ImageView"", ""bounds"": ""[719,723][782,786]""}]",['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.RelativeLayout[4]'],cnn,newsrepublic,atm,[],['id@com.cnn.mobile.android.phone:id/tv_tv_login'],['id@com.cnn.mobile.android.phone:id/settings_item_menu'],[],0,1,1,0,0.0,0.0,0.0,1.0
<cnn.RepresentativeTests: void testCategory()>,"['xpath@//androidx.appcompat.app.a.c[@content-desc=""World""]']",[{}],['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.view.ViewGroup/android.widget.LinearLayout/android.widget.RelativeLayout/android.widget.HorizontalScrollView/android.widget.LinearLayout/android.widget.FrameLayout[2]'],cnn,newsrepublic,atm,[],[],"['xpath@//androidx.appcompat.app.a.c[@content-desc=""World""]']",[],0,0,1,0,NA,0.0,0.0,1.0
<cnn.RepresentativeTests: void testContact()>,"['id@com.cnn.mobile.android.phone:id/settings_item_menu', 'id@com.cnn.mobile.android.phone:id/tv_feedback_link']","[{}, {""id"": ""com.mobilesrepublic.appy:id/bottom_tab_native_profile_menu_item_feedback"", ""class"": ""android.view.View"", ""bounds"": ""[0,1076][588,1223]""}]","['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.RelativeLayout[4]', 'id@com.mobilesrepublic.appy:id/siginin_back', 'id@com.mobilesrepublic.appy:id/bottom_tab_native_profile_menu_item_feedback']",cnn,newsrepublic,atm,['id@com.cnn.mobile.android.phone:id/tv_feedback_link'],[],['id@com.cnn.mobile.android.phone:id/settings_item_menu'],[],1,0,1,0,1.0,0.5,0.5,2.0
<cnn.RepresentativeTests: void testMenu()>,['id@com.cnn.mobile.android.phone:id/settings_item_menu'],[{}],"['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.RelativeLayout[4]', 'id@com.mobilesrepublic.appy:id/siginin_back']",cnn,newsrepublic,atm,[],[],['id@com.cnn.mobile.android.phone:id/settings_item_menu'],[],0,0,1,0,NA,0.0,0.0,2.0
<cnn.RepresentativeTests: void testTerms()>,"['id@com.cnn.mobile.android.phone:id/settings_item_menu', 'id@com.cnn.mobile.android.phone:id/tv_terms_conditions']","[{}, {}]","['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.RelativeLayout[4]', 'id@com.mobilesrepublic.appy:id/siginin_back', 'id@com.mobilesrepublic.appy:id/bottom_tab_native_profile_menu_item_settings', 'id@com.mobilesrepublic.appy:id/privacy_safety', 'id@com.mobilesrepublic.appy:id/privacy_setting_service_terms']",cnn,newsrepublic,atm,[],[],"['id@com.cnn.mobile.android.phone:id/settings_item_menu', 'id@com.cnn.mobile.android.phone:id/tv_terms_conditions']",[],0,0,2,0,NA,0.0,0.0,5.0
<cnn.RepresentativeTests: void testSearch()>,"['id@com.cnn.mobile.android.phone:id/search_item_menu', 'xpath@//android.view.ViewGroup[@content-desc="" search text input""]/android.widget.EditText']","[{}, {}]",[],cnn,fox,atm,[],[],[],"['id@com.cnn.mobile.android.phone:id/search_item_menu', 'xpath@//android.view.ViewGroup[@content-desc="" search text input""]/android.widget.EditText']",0,0,0,2,NA,NA,1.0,1.0
<cnn.RepresentativeTests: void testDetail()>,"['id@com.cnn.mobile.android.phone:id/search_item_menu', 'xpath@//android.view.ViewGroup[@content-desc="" search text input""]/android.widget.EditText', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ScrollView/android.view.ViewGroup/android.view.ViewGroup[1]']","[{}, {}, {}]",['id@com.foxnews.android:id/big_top_item_container'],cnn,fox,atm,[],[],['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ScrollView/android.view.ViewGroup/android.view.ViewGroup[1]'],"['id@com.cnn.mobile.android.phone:id/search_item_menu', 'xpath@//android.view.ViewGroup[@content-desc="" search text input""]/android.widget.EditText']",0,0,1,2,NA,0.0,0.6666666666666666,1.0
<cnn.RepresentativeTests: void testAddBookmark()>,"['id@com.cnn.mobile.android.phone:id/search_item_menu', 'xpath@//android.view.ViewGroup[@content-desc="" search text input""]/android.widget.EditText', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ScrollView/android.view.ViewGroup/android.view.ViewGroup[1]', 'id@com.cnn.mobile.android.phone:id/toolbar_save']","[{}, {}, {}, {}]","['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/save']",cnn,fox,atm,[],[],"['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ScrollView/android.view.ViewGroup/android.view.ViewGroup[1]', 'id@com.cnn.mobile.android.phone:id/toolbar_save']","['id@com.cnn.mobile.android.phone:id/search_item_menu', 'xpath@//android.view.ViewGroup[@content-desc="" search text input""]/android.widget.EditText']",0,0,2,2,NA,0.0,0.5,2.0
<cnn.RepresentativeTests: void testRemoveBookmark()>,"['id@com.cnn.mobile.android.phone:id/search_item_menu', 'xpath@//android.view.ViewGroup[@content-desc="" search text input""]/android.widget.EditText', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ScrollView/android.view.ViewGroup/android.view.ViewGroup[1]', 'id@com.cnn.mobile.android.phone:id/toolbar_save', 'id@com.cnn.mobile.android.phone:id/toolbar_back_button_container', 'id@com.cnn.mobile.android.phone:id/saved_story_item_menu', 'id@com.cnn.mobile.android.phone:id/deleteButton']","[{}, {}, {}, {}, {}, {}, {}]","['id@com.foxnews.android:id/big_top_item_container', 'id@com.foxnews.android:id/save', 'xpath@//android.widget.ImageButton[@content-desc=""Back""]', 'id@com.foxnews.android:id/navbar_for_you', 'id@com.foxnews.android:id/component_headline_item_container', 'id@com.foxnews.android:id/save']",cnn,fox,atm,[],[],"['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ScrollView/android.view.ViewGroup/android.view.ViewGroup[1]', 'id@com.cnn.mobile.android.phone:id/toolbar_save', 'id@com.cnn.mobile.android.phone:id/toolbar_back_button_container', 'id@com.cnn.mobile.android.phone:id/deleteButton']","['id@com.cnn.mobile.android.phone:id/search_item_menu', 'xpath@//android.view.ViewGroup[@content-desc="" search text input""]/android.widget.EditText', 'id@com.cnn.mobile.android.phone:id/saved_story_item_menu']",0,0,4,3,NA,0.0,0.42857142857142855,6.0
<cnn.RepresentativeTests: void testAccount()>,"['id@com.cnn.mobile.android.phone:id/settings_item_menu', 'id@com.cnn.mobile.android.phone:id/tv_tv_login']","[{}, {""id"": ""com.foxnews.android:id/watch_tv_button"", ""class"": ""android.widget.Button"", ""bounds"": ""[870,112][1038,175]""}]",['id@com.foxnews.android:id/navbar_for_you'],cnn,fox,atm,[],['id@com.cnn.mobile.android.phone:id/tv_tv_login'],[],['id@com.cnn.mobile.android.phone:id/settings_item_menu'],0,1,0,1,0.0,NA,0.5,1.0
