method,src_events,transferred,gt_events,source,target,gui_mapper,correct,incorrect,missed,nonExist,num_correct,num_incorrect,num_missed,num_nonExist,accuracy_precision,accuracy_recall,accuracy,distance
<Etsy.RepresentativeTests: void testAddCart()>,"['id@com.etsy.android:id/menu_search', 'id@com.etsy.android:id/search_src_text', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.FrameLayout[3]/android.view.ViewGroup/android.widget.ImageView[1]', 'id@com.etsy.android:id/cart_icon', 'id@com.etsy.android:id/button_cart']","[{""id"": ""com.google.android.apps.helprtc:id/title"", ""class"": ""android.widget.TextView"", ""bounds"": ""[734,1100][1370,1176]""}, {}, {""id"": ""com.google.android.apps.shopping.express:id/srp_grid_product_card_title_text"", ""class"": ""android.widget.TextView"", ""bounds"": ""[610,2614][1384,2621]""}, {""id"": ""com.google.android.apps.helprtc:id/title"", ""class"": ""android.widget.TextView"", ""bounds"": ""[734,1100][1370,1176]""}, {}]","['id@com.google.android.apps.shopping.express:id/open_search_bar_text_view', 'id@com.google.android.apps.shopping.express:id/open_search_view_edit_text', 'id@com.google.android.apps.shopping.express:id/cart_action_button']",etsy,googleshopping,gtm,[],"['id@com.etsy.android:id/menu_search', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.FrameLayout[3]/android.view.ViewGroup/android.widget.ImageView[1]', 'id@com.etsy.android:id/cart_icon']","['id@com.etsy.android:id/search_src_text', 'id@com.etsy.android:id/button_cart']",[],0,3,2,0,0.0,0.0,0.0,3.0
<Etsy.RepresentativeTests: void testCart()>,"['id@com.etsy.android:id/menu_search', 'id@com.etsy.android:id/search_src_text', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.FrameLayout[3]/android.view.ViewGroup/android.widget.ImageView[1]', 'id@com.etsy.android:id/button_cart', 'id@com.etsy.android:id/btn_remove']","[{""id"": ""com.google.android.apps.helprtc:id/title"", ""class"": ""android.widget.TextView"", ""bounds"": ""[734,1100][1370,1176]""}, {}, {""id"": ""com.google.android.apps.shopping.express:id/srp_grid_product_card_title_text"", ""class"": ""android.widget.TextView"", ""bounds"": ""[610,2614][1384,2621]""}, {}, {""id"": ""com.google.android.apps.shopping.express:id/proceed_to_checkout"", ""class"": ""android.widget.Button"", ""bounds"": ""[56,710][1384,836]""}]","['id@com.google.android.apps.shopping.express:id/open_search_bar_text_view', 'id@com.google.android.apps.shopping.express:id/open_search_view_edit_text', 'id@com.google.android.apps.shopping.express:id/cart_action_button', 'id@com.google.android.apps.shopping.express:id/cart_action_icon', 'id@com.google.android.apps.shopping.express:id/move_to_shopping_list']",etsy,googleshopping,gtm,[],"['id@com.etsy.android:id/menu_search', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.FrameLayout[3]/android.view.ViewGroup/android.widget.ImageView[1]', 'id@com.etsy.android:id/btn_remove']","['id@com.etsy.android:id/search_src_text', 'id@com.etsy.android:id/button_cart']",[],0,3,2,0,0.0,0.0,0.0,5.0
<Etsy.RepresentativeTests: void testTerms()>,"['xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.view.ViewPager/android.widget.FrameLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.LinearLayout[1]', 'id@com.etsy.android:id/legal_row']","[{}, {}, {}]","['id@com.google.android.apps.shopping.express:id/navigation_action_account', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.support.v4.view.ViewPager/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v7.widget.RecyclerView/android.support.v7.widget.LinearLayoutCompat[5]/android.widget.CheckedTextView', 'xpath@//android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[5]/android.widget.LinearLayout']",etsy,googleshopping,gtm,[],[],"['xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.view.ViewPager/android.widget.FrameLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.LinearLayout[1]', 'id@com.etsy.android:id/legal_row']",[],0,0,3,0,NA,0.0,0.0,4.0
<Etsy.RepresentativeTests: void testSignIn()>,"['id@com.etsy.android:id/btn_link', 'id@com.etsy.android:id/btn_sign_in_dialog', 'id@com.etsy.android:id/edit_username', 'id@com.etsy.android:id/edit_password', 'id@com.etsy.android:id/button_signin']","[{}, {""id"": ""com.thirdrock.fivemiles:id/sign_in"", ""class"": ""android.widget.Button"", ""bounds"": ""[741,2561][1370,2621]""}, {}, {}, {""id"": ""com.thirdrock.fivemiles:id/login_login"", ""class"": ""android.widget.Button"", ""bounds"": ""[84,1062][1356,1272]""}]","['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login']",etsy,5miles,gtm,['id@com.etsy.android:id/button_signin'],['id@com.etsy.android:id/btn_sign_in_dialog'],"['id@com.etsy.android:id/btn_link', 'id@com.etsy.android:id/edit_username', 'id@com.etsy.android:id/edit_password']",[],1,1,3,0,0.5,0.25,0.2,2.0
<Etsy.RepresentativeTests: void testSignUp()>,"['id@com.etsy.android:id/btn_link', 'id@com.etsy.android:id/btn_register_dialog', 'id@com.etsy.android:id/edit_first_name', 'id@com.etsy.android:id/edit_last_name', 'id@com.etsy.android:id/edit_email', 'id@com.etsy.android:id/edit_username', 'id@com.etsy.android:id/edit_register_password', 'id@com.etsy.android:id/edit_password_confirm', 'id@com.etsy.android:id/button_register']","[{}, {""id"": ""com.thirdrock.fivemiles:id/sign_up"", ""class"": ""android.widget.Button"", ""bounds"": ""[70,2561][699,2621]""}, {}, {""id"": ""com.thirdrock.fivemiles:id/txt_terms"", ""class"": ""android.widget.TextView"", ""bounds"": ""[105,2439][1335,2621]""}, {}, {}, {}, {}, {""id"": ""com.thirdrock.fivemiles:id/sign_up"", ""class"": ""android.widget.Button"", ""bounds"": ""[70,2561][699,2621]""}]","['id@com.thirdrock.fivemiles:id/sign_up', 'id@com.thirdrock.fivemiles:id/login_first_name', 'id@com.thirdrock.fivemiles:id/login_last_name', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/register_register']",etsy,5miles,gtm,[],"['id@com.etsy.android:id/btn_register_dialog', 'id@com.etsy.android:id/edit_last_name', 'id@com.etsy.android:id/button_register']","['id@com.etsy.android:id/btn_link', 'id@com.etsy.android:id/edit_first_name', 'id@com.etsy.android:id/edit_email', 'id@com.etsy.android:id/edit_username', 'id@com.etsy.android:id/edit_register_password']",['id@com.etsy.android:id/edit_password_confirm'],0,3,5,1,0.0,0.0,0.1111111111111111,5.0
<Etsy.RepresentativeTests: void testAbout()>,"['xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.view.ViewPager/android.widget.FrameLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.LinearLayout[1]', 'id@com.etsy.android:id/about_row']","[{}, {}, {}]","['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/main_tab_profile', 'id@com.thirdrock.fivemiles:id/profile_setting', 'id@com.thirdrock.fivemiles:id/setting_aboutus']",etsy,5miles,gtm,[],[],"['xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.view.ViewPager/android.widget.FrameLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.LinearLayout[1]', 'id@com.etsy.android:id/about_row']",[],0,0,3,0,NA,0.0,0.0,7.0
<Etsy.RepresentativeTests: void testAccount()>,"['id@com.etsy.android:id/btn_link', 'id@com.etsy.android:id/btn_sign_in_dialog', 'id@com.etsy.android:id/edit_username', 'id@com.etsy.android:id/edit_password', 'id@com.etsy.android:id/button_signin', 'xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v7.widget.RecyclerView/android.widget.LinearLayout[2]/android.widget.ImageView']","[{}, {""id"": ""com.thirdrock.fivemiles:id/sign_in"", ""class"": ""android.widget.Button"", ""bounds"": ""[741,2561][1370,2621]""}, {}, {}, {""id"": ""com.thirdrock.fivemiles:id/login_login"", ""class"": ""android.widget.Button"", ""bounds"": ""[84,1062][1356,1272]""}, {}, {}]","['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/main_tab_profile', 'id@com.thirdrock.fivemiles:id/profile_edit_profile']",etsy,5miles,gtm,['id@com.etsy.android:id/button_signin'],['id@com.etsy.android:id/btn_sign_in_dialog'],"['id@com.etsy.android:id/btn_link', 'id@com.etsy.android:id/edit_username', 'id@com.etsy.android:id/edit_password', 'xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v7.widget.RecyclerView/android.widget.LinearLayout[2]/android.widget.ImageView']",[],1,1,5,0,0.5,0.16666666666666666,0.14285714285714285,4.0
<Etsy.RepresentativeTests: void testCategory()>,"['id@com.etsy.android:id/menu_search', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v7.widget.RecyclerView/android.widget.LinearLayout[1]/android.widget.TextView']","[{""id"": ""com.thirdrock.fivemiles:id/item_title"", ""class"": ""android.widget.TextView"", ""bounds"": ""[56,1692][1384,1860]""}, {""id"": ""com.thirdrock.fivemiles:id/category_parent_name"", ""class"": ""android.widget.TextView"", ""bounds"": ""[0,507][350,644]""}]","['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/main_tab_search', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.TabHost/android.widget.FrameLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.TextView']",etsy,5miles,gtm,[],"['id@com.etsy.android:id/menu_search', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.support.v7.widget.RecyclerView/android.widget.LinearLayout[1]/android.widget.TextView']",[],[],0,2,0,0,0.0,NA,0.0,6.0
<Etsy.RepresentativeTests: void testHelp()>,"['xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.view.ViewPager/android.widget.FrameLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.LinearLayout[1]', 'id@com.etsy.android:id/about_row', 'xpath@//android.view.View[@content-desc=""Read our help page""]']","[{}, {}, {}, {}]","['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/main_tab_profile', 'id@com.thirdrock.fivemiles:id/profile_help']",etsy,5miles,gtm,[],[],"['xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.view.ViewPager/android.widget.FrameLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.LinearLayout[1]', 'id@com.etsy.android:id/about_row', 'xpath@//android.view.View[@content-desc=""Read our help page""]']",[],0,0,4,0,NA,0.0,0.0,6.0
<Etsy.RepresentativeTests: void testMenu()>,"['xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]']",[{}],"['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/main_tab_profile']",etsy,5miles,gtm,[],[],"['xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]']",[],0,0,1,0,NA,0.0,0.0,5.0
<Etsy.RepresentativeTests: void testSearch()>,"['id@com.etsy.android:id/menu_search', 'id@com.etsy.android:id/search_src_text']","[{""id"": ""com.thirdrock.fivemiles:id/item_title"", ""class"": ""android.widget.TextView"", ""bounds"": ""[56,1692][1384,1860]""}, {}]","['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/lbl_search', 'id@com.thirdrock.fivemiles:id/edt_keyword_search']",etsy,5miles,gtm,[],['id@com.etsy.android:id/menu_search'],['id@com.etsy.android:id/search_src_text'],[],0,1,1,0,0.0,0.0,0.0,6.0
<Etsy.RepresentativeTests: void testFilter()>,"['id@com.etsy.android:id/menu_search', 'id@com.etsy.android:id/search_src_text', 'id@com.etsy.android:id/filters_text_view', 'id@com.etsy.android:id/search_filters_sort_by_text', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.LinearLayout[4]/android.widget.TextView', 'xpath@(//android.widget.ImageView[@content-desc=""Favorite""])[2]']","[{""id"": ""com.thirdrock.fivemiles:id/item_title"", ""class"": ""android.widget.TextView"", ""bounds"": ""[56,1692][1384,1860]""}, {}, {""id"": ""com.thirdrock.fivemiles:id/ic_filter"", ""class"": ""android.widget.TextView"", ""bounds"": ""[1272,225][1418,313]""}, {""id"": ""com.thirdrock.fivemiles:id/common_list_item_text"", ""class"": ""android.widget.CheckedTextView"", ""bounds"": ""[28,965][1412,1153]""}, {}, {}]","['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/lbl_search', 'id@com.thirdrock.fivemiles:id/edt_keyword_search', 'id@com.thirdrock.fivemiles:id/ic_filter', 'id@com.thirdrock.fivemiles:id/txt_sort_order', 'id@com.thirdrock.fivemiles:id/cbx_sort_price_asc', 'id@com.thirdrock.fivemiles:id/btn_save_filter']",etsy,5miles,gtm,['id@com.etsy.android:id/filters_text_view'],"['id@com.etsy.android:id/menu_search', 'id@com.etsy.android:id/search_filters_sort_by_text']","['id@com.etsy.android:id/search_src_text', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.LinearLayout[4]/android.widget.TextView', 'xpath@(//android.widget.ImageView[@content-desc=""Favorite""])[2]']",[],1,2,3,0,0.3333333333333333,0.25,0.16666666666666666,9.0
<Etsy.RepresentativeTests: void testDetail()>,"['id@com.etsy.android:id/menu_search', 'id@com.etsy.android:id/search_src_text', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.FrameLayout[3]/android.view.ViewGroup/android.widget.ImageView[1]']","[{""id"": ""com.thirdrock.fivemiles:id/item_title"", ""class"": ""android.widget.TextView"", ""bounds"": ""[56,1692][1384,1860]""}, {}, {""id"": ""com.thirdrock.fivemiles:id/common_list_item_text"", ""class"": ""android.widget.CheckedTextView"", ""bounds"": ""[28,965][1412,1153]""}]","['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/lbl_search', 'id@com.thirdrock.fivemiles:id/edt_keyword_search', 'id@com.thirdrock.fivemiles:id/home_location_item_image']",etsy,5miles,gtm,[],"['id@com.etsy.android:id/menu_search', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.FrameLayout[3]/android.view.ViewGroup/android.widget.ImageView[1]']",['id@com.etsy.android:id/search_src_text'],[],0,2,1,0,0.0,0.0,0.0,7.0
<Etsy.RepresentativeTests: void testAddCart()>,"['id@com.etsy.android:id/menu_search', 'id@com.etsy.android:id/search_src_text', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.FrameLayout[3]/android.view.ViewGroup/android.widget.ImageView[1]', 'id@com.etsy.android:id/cart_icon', 'id@com.etsy.android:id/button_cart']","[{""id"": ""com.thirdrock.fivemiles:id/item_title"", ""class"": ""android.widget.TextView"", ""bounds"": ""[56,1692][1384,1860]""}, {}, {""id"": ""com.thirdrock.fivemiles:id/common_list_item_text"", ""class"": ""android.widget.CheckedTextView"", ""bounds"": ""[28,965][1412,1153]""}, {""id"": ""com.thirdrock.fivemiles:id/item_title"", ""class"": ""android.widget.TextView"", ""bounds"": ""[56,1692][1384,1860]""}, {""id"": ""com.thirdrock.fivemiles:id/item_title"", ""class"": ""android.widget.TextView"", ""bounds"": ""[56,1692][1384,1860]""}]",[],etsy,5miles,gtm,[],"['id@com.etsy.android:id/menu_search', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.FrameLayout[3]/android.view.ViewGroup/android.widget.ImageView[1]', 'id@com.etsy.android:id/cart_icon', 'id@com.etsy.android:id/button_cart']",['id@com.etsy.android:id/search_src_text'],[],0,4,1,0,0.0,0.0,0.0,4.0
<Etsy.RepresentativeTests: void testCart()>,"['id@com.etsy.android:id/menu_search', 'id@com.etsy.android:id/search_src_text', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.FrameLayout[3]/android.view.ViewGroup/android.widget.ImageView[1]', 'id@com.etsy.android:id/button_cart', 'id@com.etsy.android:id/btn_remove']","[{""id"": ""com.thirdrock.fivemiles:id/item_title"", ""class"": ""android.widget.TextView"", ""bounds"": ""[56,1692][1384,1860]""}, {}, {""id"": ""com.thirdrock.fivemiles:id/common_list_item_text"", ""class"": ""android.widget.CheckedTextView"", ""bounds"": ""[28,965][1412,1153]""}, {""id"": ""com.thirdrock.fivemiles:id/item_title"", ""class"": ""android.widget.TextView"", ""bounds"": ""[56,1692][1384,1860]""}, {}]",[],etsy,5miles,gtm,[],"['id@com.etsy.android:id/menu_search', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.FrameLayout[3]/android.view.ViewGroup/android.widget.ImageView[1]', 'id@com.etsy.android:id/button_cart']",['id@com.etsy.android:id/search_src_text'],['id@com.etsy.android:id/btn_remove'],0,3,1,1,0.0,0.0,0.2,3.0
<Etsy.RepresentativeTests: void testTerms()>,"['xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.view.ViewPager/android.widget.FrameLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.LinearLayout[1]', 'id@com.etsy.android:id/legal_row']","[{}, {}, {""id"": ""com.thirdrock.fivemiles:id/txt_update_remind"", ""class"": ""android.widget.TextView"", ""bounds"": ""[1025,1657][1384,1733]""}]","['id@com.thirdrock.fivemiles:id/sign_in', 'id@com.thirdrock.fivemiles:id/login_email', 'id@com.thirdrock.fivemiles:id/login_password', 'id@com.thirdrock.fivemiles:id/login_login', 'id@com.thirdrock.fivemiles:id/main_tab_profile', 'id@com.thirdrock.fivemiles:id/profile_setting', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.ScrollView/android.widget.LinearLayout/android.widget.LinearLayout[2]/android.widget.LinearLayout[4]']",etsy,5miles,gtm,[],['id@com.etsy.android:id/legal_row'],"['xpath@//android.widget.ImageButton[@content-desc=""Navigate up""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.widget.DrawerLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.support.v4.view.ViewPager/android.widget.FrameLayout/android.view.ViewGroup/android.support.v7.widget.RecyclerView/android.widget.LinearLayout[1]']",[],0,1,2,0,0.0,0.0,0.0,7.0
