method,src_events,transferred,gt_events,source,target,gui_mapper,correct,incorrect,missed,nonExist,num_correct,num_incorrect,num_missed,num_nonExist,accuracy_precision,accuracy_recall,accuracy,distance
<bbcnews.RepresentativeTests: void testContact()>,"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[3]/android.widget.LinearLayout']","[{}, {}, {}]","['xpath@//android.widget.ImageButton[@content-desc=""Drawer Opened""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.LinearLayout[2]/android.widget.ListView/android.widget.RelativeLayout', 'id@com.abc.abcnews:id/setting_feedback']",bbcnews,abc,gtm,[],[],"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[3]/android.widget.LinearLayout']",[],0,0,3,0,NA,0.0,0.0,3.0
<bbcnews.RepresentativeTests: void testHelp()>,"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[2]/android.widget.LinearLayout']","[{}, {}, {}]",[],bbcnews,abc,gtm,[],[],"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout']",['xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[2]/android.widget.LinearLayout'],0,0,2,1,NA,0.0,0.3333333333333333,1.0
<bbcnews.RepresentativeTests: void testMenu()>,"['xpath@/android.widget.ImageView[@content-desc=""More options""]']",[{}],"['xpath@//android.widget.ImageButton[@content-desc=""Drawer Opened""]']",bbcnews,abc,gtm,[],[],"['xpath@/android.widget.ImageView[@content-desc=""More options""]']",[],0,0,1,0,NA,0.0,0.0,1.0
<bbcnews.RepresentativeTests: void testTerms()>,"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[5]']","[{}, {}, {}]","['xpath@//android.widget.ImageButton[@content-desc=""Drawer Opened""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.LinearLayout[2]/android.widget.ListView/android.widget.RelativeLayout', 'id@com.abc.abcnews:id/setting_terms']",bbcnews,abc,gtm,[],[],"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[5]']",[],0,0,3,0,NA,0.0,0.0,3.0
<bbcnews.RepresentativeTests: void testSearch()>,"['id@bbc.mobile.news.ww:id/action_search', 'id@bbc.mobile.news.ww:id/search']","[{""id"": ""com.usatoday.android.news:id/search_the_app"", ""class"": ""android.widget.TextView"", ""bounds"": ""[953,80][1080,206]""}, {}]","['id@com.usatoday.android.news:id/search_the_app', 'id@com.usatoday.android.news:id/edit_text_search', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.view.ViewGroup/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[1]']",bbcnews,usatoday,gtm,['id@bbc.mobile.news.ww:id/action_search'],[],['id@bbc.mobile.news.ww:id/search'],[],1,0,1,0,1.0,0.5,0.5,2.0
<bbcnews.RepresentativeTests: void testDetail()>,"['id@bbc.mobile.news.ww:id/action_search', 'id@bbc.mobile.news.ww:id/search', 'id@bbc.mobile.news.ww:id/content_card_image']","[{""id"": ""com.usatoday.android.news:id/search_the_app"", ""class"": ""android.widget.TextView"", ""bounds"": ""[953,80][1080,206]""}, {}, {}]",['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.view.ViewGroup[2]/android.widget.LinearLayout[2]/android.widget.FrameLayout/android.widget.FrameLayout/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[1]'],bbcnews,usatoday,gtm,['id@bbc.mobile.news.ww:id/action_search'],[],"['id@bbc.mobile.news.ww:id/search', 'id@bbc.mobile.news.ww:id/content_card_image']",[],1,0,2,0,1.0,0.3333333333333333,0.3333333333333333,2.0
<bbcnews.RepresentativeTests: void testTextSize()>,"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[2]/android.widget.RelativeLayout']","[{}, {}, {}]","['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.view.ViewGroup[2]/android.widget.LinearLayout[2]/android.widget.FrameLayout/android.widget.FrameLayout/android.view.ViewGroup/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[1]', 'id@com.usatoday.android.news:id/button_articleTextSize', 'id@android:id/text1']",bbcnews,usatoday,gtm,[],[],"['xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[2]/android.widget.RelativeLayout']","['xpath@/android.widget.ImageView[@content-desc=""More options""]']",0,0,2,1,NA,0.0,0.3333333333333333,3.0
<bbcnews.RepresentativeTests: void testAbout()>,"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout']","[{}, {}]","['id@com.usatoday.android.news:id/settings_gear', 'id@com.usatoday.android.news:id/preference_layout']",bbcnews,usatoday,gtm,[],[],['xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout'],"['xpath@/android.widget.ImageView[@content-desc=""More options""]']",0,0,1,1,NA,0.0,0.5,2.0
<bbcnews.RepresentativeTests: void testCategory()>,"['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.LinearLayout/android.view.ViewGroup/android.widget.ImageButton', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.RelativeLayout[2]']","[{""id"": """", ""class"": ""android.widget.ImageButton"", ""bounds"": ""[0,70][147,217]""}, {}]","['id@com.usatoday.android.news:id/sections_tab', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.view.ViewGroup[2]/android.widget.LinearLayout[2]/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.LinearLayout/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout[1]/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.FrameLayout']",bbcnews,usatoday,gtm,[],['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.LinearLayout/android.view.ViewGroup/android.widget.ImageButton'],['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.RelativeLayout[2]'],[],0,1,1,0,0.0,0.0,0.0,2.0
<bbcnews.RepresentativeTests: void testContact()>,"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[3]/android.widget.LinearLayout']","[{}, {}, {}]","['id@com.usatoday.android.news:id/settings_gear', 'id@com.usatoday.android.news:id/preference_layout', 'id@com.usatoday.android.news:id/preference_layout']",bbcnews,usatoday,gtm,[],[],"['xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[3]/android.widget.LinearLayout']","['xpath@/android.widget.ImageView[@content-desc=""More options""]']",0,0,2,1,NA,0.0,0.3333333333333333,3.0
<bbcnews.RepresentativeTests: void testHelp()>,"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[2]/android.widget.LinearLayout']","[{}, {}, {}]","['id@com.usatoday.android.news:id/settings_gear', 'id@com.usatoday.android.news:id/preference_layout']",bbcnews,usatoday,gtm,[],[],"['xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[2]/android.widget.LinearLayout']","['xpath@/android.widget.ImageView[@content-desc=""More options""]']",0,0,2,1,NA,0.0,0.3333333333333333,2.0
<bbcnews.RepresentativeTests: void testMenu()>,"['xpath@/android.widget.ImageView[@content-desc=""More options""]']",[{}],['id@com.usatoday.android.news:id/settings_gear'],bbcnews,usatoday,gtm,[],[],[],"['xpath@/android.widget.ImageView[@content-desc=""More options""]']",0,0,0,1,NA,NA,1.0,1.0
<bbcnews.RepresentativeTests: void testTerms()>,"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[5]']","[{}, {}, {}]","['id@com.usatoday.android.news:id/settings_gear', 'id@com.usatoday.android.news:id/preference_layout', 'id@com.usatoday.android.news:id/preference_layout']",bbcnews,usatoday,gtm,[],[],"['xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[5]']","['xpath@/android.widget.ImageView[@content-desc=""More options""]']",0,0,2,1,NA,0.0,0.3333333333333333,3.0
<bbcnews.RepresentativeTests: void testSearch()>,"['id@bbc.mobile.news.ww:id/action_search', 'id@bbc.mobile.news.ww:id/search']","[{""id"": ""com.buzzfeed.android:id/menu_search"", ""class"": ""android.widget.TextView"", ""bounds"": ""[827,80][954,206]""}, {}]","['id@com.buzzfeed.android:id/menu_search', 'id@com.buzzfeed.android:id/search_bar']",bbcnews,buzzfeed,gtm,['id@bbc.mobile.news.ww:id/action_search'],[],['id@bbc.mobile.news.ww:id/search'],[],1,0,1,0,1.0,0.5,0.5,1.0
<bbcnews.RepresentativeTests: void testDetail()>,"['id@bbc.mobile.news.ww:id/action_search', 'id@bbc.mobile.news.ww:id/search', 'id@bbc.mobile.news.ww:id/content_card_image']","[{""id"": ""com.buzzfeed.android:id/menu_search"", ""class"": ""android.widget.TextView"", ""bounds"": ""[827,80][954,206]""}, {}, {}]","['id@com.buzzfeed.android:id/menu_search', 'id@com.buzzfeed.android:id/search_bar', 'id@com.buzzfeed.android:id/post_card_text']",bbcnews,buzzfeed,gtm,['id@bbc.mobile.news.ww:id/action_search'],[],"['id@bbc.mobile.news.ww:id/search', 'id@bbc.mobile.news.ww:id/content_card_image']",[],1,0,2,0,1.0,0.3333333333333333,0.3333333333333333,2.0
<bbcnews.RepresentativeTests: void testTextSize()>,"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[2]/android.widget.RelativeLayout']","[{}, {}, {}]",[],bbcnews,buzzfeed,gtm,[],[],"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout']",['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[2]/android.widget.RelativeLayout'],0,0,2,1,NA,0.0,0.3333333333333333,1.0
<bbcnews.RepresentativeTests: void testAbout()>,"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout']","[{}, {}]",[],bbcnews,buzzfeed,gtm,[],[],"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout']",[],0,0,2,0,NA,0.0,0.0,1.0
<bbcnews.RepresentativeTests: void testCategory()>,"['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.LinearLayout/android.view.ViewGroup/android.widget.ImageButton', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.RelativeLayout[2]']","[{""id"": """", ""class"": ""android.widget.ImageButton"", ""bounds"": ""[0,172][196,368]""}, {}]","['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout[5]', 'id@com.buzzfeed.android:id/explore_item_title']",bbcnews,buzzfeed,gtm,[],['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.LinearLayout/android.view.ViewGroup/android.widget.ImageButton'],['xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.widget.FrameLayout/androidx.recyclerview.widget.RecyclerView/android.widget.RelativeLayout[2]'],[],0,1,1,0,0.0,0.0,0.0,2.0
<bbcnews.RepresentativeTests: void testContact()>,"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[3]/android.widget.LinearLayout']","[{}, {}, {}]","['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/settings_button', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[9]']",bbcnews,buzzfeed,gtm,[],[],"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[3]/android.widget.LinearLayout']",[],0,0,3,0,NA,0.0,0.0,3.0
<bbcnews.RepresentativeTests: void testHelp()>,"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[2]/android.widget.LinearLayout']","[{}, {}, {}]",[],bbcnews,buzzfeed,gtm,[],[],"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout']",['xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[2]/android.widget.LinearLayout'],0,0,2,1,NA,0.0,0.3333333333333333,1.0
<bbcnews.RepresentativeTests: void testMenu()>,"['xpath@/android.widget.ImageView[@content-desc=""More options""]']",[{}],['id@com.buzzfeed.android:id/icon'],bbcnews,buzzfeed,gtm,[],[],"['xpath@/android.widget.ImageView[@content-desc=""More options""]']",[],0,0,1,0,NA,0.0,0.0,1.0
<bbcnews.RepresentativeTests: void testTerms()>,"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[5]']","[{}, {}, {}]","['id@com.buzzfeed.android:id/menu_user_profile_root', 'id@com.buzzfeed.android:id/settings_button', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[9]']",bbcnews,buzzfeed,gtm,[],[],"['xpath@/android.widget.ImageView[@content-desc=""More options""]', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[1]/android.widget.LinearLayout', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/androidx.drawerlayout.widget.DrawerLayout/android.view.ViewGroup/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.ListView/android.widget.LinearLayout[5]']",[],0,0,3,0,NA,0.0,0.0,3.0
<cnn.RepresentativeTests: void testSearch()>,"['id@com.cnn.mobile.android.phone:id/search_item_menu', 'xpath@//android.view.ViewGroup[@content-desc="" search text input""]/android.widget.EditText']","[{}, {}]","['id@com.mobilesrepublic.appy:id/search_bar_layout', 'id@com.mobilesrepublic.appy:id/search_input']",cnn,newsrepublic,gtm,[],[],"['id@com.cnn.mobile.android.phone:id/search_item_menu', 'xpath@//android.view.ViewGroup[@content-desc="" search text input""]/android.widget.EditText']",[],0,0,2,0,NA,0.0,0.0,2.0
<cnn.RepresentativeTests: void testDetail()>,"['id@com.cnn.mobile.android.phone:id/search_item_menu', 'xpath@//android.view.ViewGroup[@content-desc="" search text input""]/android.widget.EditText', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ScrollView/android.view.ViewGroup/android.view.ViewGroup[1]']","[{}, {}, {}]","['id@com.mobilesrepublic.appy:id/search_bar_layout', 'id@com.mobilesrepublic.appy:id/search_input', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.FrameLayout/com.ss.android.uilib.base.page.slideback.SlideFrameLayout/android.widget.RelativeLayout/android.webkit.WebView/android.webkit.WebView/android.view.View/android.view.View[2]/android.view.View/android.widget.ListView/android.view.View[2]']",cnn,newsrepublic,gtm,[],[],"['id@com.cnn.mobile.android.phone:id/search_item_menu', 'xpath@//android.view.ViewGroup[@content-desc="" search text input""]/android.widget.EditText', 'xpath@/hierarchy/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout/android.widget.RelativeLayout/android.widget.FrameLayout/android.widget.LinearLayout/android.widget.FrameLayout[1]/android.widget.FrameLayout/android.widget.FrameLayout/android.widget.ScrollView/android.view.ViewGroup/android.view.ViewGroup[1]']",[],0,0,3,0,NA,0.0,0.0,3.0
